25-jährige;25-year-old
 vollem;full
 Massen;masses
 sicherer;safe
 beeindruckt;impressed
 widmen;dedicate
 liegenden;lie
 jährliche;annual
 erwischt;Caught
 entsprechender;appropriate
 diversen;various
 Straßburg;Strasbourg
 drohenden;threatening
 doppelte;double
 genauen;accurate
 Polizeisprecher;police promisecher
 Sommerpause;Summer break
 Räuber;Robber
 zwingt;forces
 Experimente;experiments
 Major;Major
 allesamt;all
 mutmaßlichen;alleged
 Hamburgs;Hamburg
 montags;on Monday
 Ernährung;Nutrition
 Auftreten;Occur
 Streifen;strip
 Rechnungen;Bills
 Bundesstaat;State
 Marianne;Marianne
 Würzburg;Würzburg
 Fassade;Facade
 Kenntnisse;Expertise
 gekämpft;fought
 schlimmsten;worst
 einverstanden;Agreed
 möge;may
 Adressen;addresses
 Beendigung;Completion
 einheitliche;standardized
 Baby;Infant
 abgesagt;called off
 Umsatzes;sales
 Daimler-Benz;Daimler Benz
 beliebig;any
 Ferien;Vacation
 Griechen;Greeks
 Flaschen;bottles
 Panzer;Tank
 traurig;Sad
 verdrängt;repressed
 verstoßen;violated
 Ämter;offices
 Klinsmann;Klinsmann
 Labor;Laboratory
 Noten;Grades
 legendären;legendary
 Nachweis;Proof
 gewöhnlich;usually
 trainiert;training
 Basel;Basel
 b;b
 betreffenden;question
 Materie;Matter
 Herausgeber;Editor
 behindert;with special needs
 Anschläge;Attacks
 niedrige;low
 Polizeiangaben;Police reports
 Abstieg;Descent
 Rexrodt;Rexrodt
 Kindergärten;Kindergartens
 engagierte;committed
 Kreuzberg;Kreuzberg
 Kreuzung;Crossing
 beschlossene;adopted
 stützen;support
 Wellen;Waves
 dritter;third
 Anhebung;raising
 Ermittlung;Detection
 Volker;People
 Gebühr;Fee
 gewissermaßen;as it were
 Treuhand;Trust
 zukünftigen;future
 Nahen;Sew
 Osten;East
 Bundesrepublik;Federal Republic
 Deutschland;Germany
 Tagesspiegel;Tagesspiegel
 Großstadt;City
 Aufsehen;Stir
 Evangelischen;Protestant
 Experte;Expert
 parlamentarischen;parliamentary
 liberalen;liberal
 kassiert;conceded
 Abwesenheit;Absence
 vehement;vehemently
 Bundesanstalt;Federal Institute
 für;For
 Arbeit;Job
 Laufbahn;Career
 Reichstag;Parliament
 Unfälle;accidents
 Darum;Therefore
 versuche;tries
 gleicht;like
 Ritter;Knight
 Physik;Physics
 vollständige;complete
 einmalige;unique
 gerechtfertigt;justified
 präzise;precise
 biete;offer
 vorgelegten;submitted
 Welten;worlds
 SED;SED
 Leib;Body
 Niederlagen;Losses
 Thyssen;Thyssen
 Darunter;including
 Schwarze;Black
 beantragen;apply
 Tatort;Crime scene
 Objekten;objects
 juristischen;legal
 Westeuropa;Western Europe
 gelben;yellow
 Visionen;visions
 berühmt;famous
 Resolution;Resolution
 jemanden;someone
 eingetreten;occurred
 spektakulären;spectacular
 Katharina;Catherine
 Aufstand;Revolt
 teilten;shared
 erwirtschaftet;generated
 mächtig;powerful
 Beschwerde;Complaint
 jugoslawischen;Yugoslav
 festzustellen;determine
 auf;on
 den;the
 ersten;first
 Blick;views
 Kette;Chain
 zurückhaltend;restrained
 Clintons;Clinton
 Minderheiten;minorities
 Unterkunft;Accommodation
 Gymnasium;High school
 Einstiegsbild;Initial screen
 Profi;Professional
 Bibel;Bible
 Buchungskreis;Company Code
 beschuldigt;accused
 griechische;Greek
 Muß;Got to
 Meinungen;opinions
 Sobald;As soon as
 erfolglos;unsuccessful
 anscheinend;apparently
 Roth;Roth
 Lippen;lips
 Möbel;Furniture
 Frühstück;Breakfast
 Basler;Basler
 Dritter;third
 Bauarbeiten;construction work
 verbirgt;hides
 Diepgen;Diepgen
 bildeten;formed
 Schicht;Layer
 Freie;free
 besetzen;occupy
 Leere;Empty
 Klassiker;Classic
 Weile;While
 vergangener;past
 realistisch;realistic
 überzeugend;convincing
 schlafen;sleep
 Paradies;Paradise
 protestieren;protest
 Waffenstillstand;Armistice
 Unterschrift;Signature
 Angelegenheiten;Affairs
 startete;launched
 Elke;Elke
 ostdeutsche;East German
 dänischen;Danish
 Schlange;Snake
 Virus;Virus
 sächsischen;Saxon
 Zurück;Back
 Huber;Huber
 spiele;games
 Geschenk;Gift
 ausgemacht;identified
 Lizenz;license
 aufgefallen;noticed
 dramatische;dramatic
 Mario;Mario
 Bündnisgrünen;Greens
 Betracht;consideration
 George;George
 II.;II .
 mangels;lack
 Gitarre;Guitar
 U-Bahn;Subway
 Beobachtungen;observations
 arbeiteten;worked
 bitter;bitter
 anhaltenden;ongoing
 Brücken;Bridges
 Gesang;Singing
 Rassismus;Racism
 Löwen;lions
 oberste;top
 Palästinensern;Palestinians
 errechnet;calculated
 Elbe;Elbe
 Taktik;Tactics
 Begegnungen;meetings
 hervorragend;outstanding
 Verhältnissen;conditions
 Fische;Fish
 seitens;the part
 bewährt;reliable
 Umstand;Fact
 wiesen;grasslands
 Geräten;Devices
 Funktionäre;officials
 Erhaltung;Conservation
 äußeren;outer
 Heiligen;saints
 bewaffneten;armed
 siegte;won
 pflegt;maintains
 geforderte;required
 unterstrich;underlined
 PS;PS
 Logistik;Logistics
 unzureichend;insufficient
 Nie;Never
 Vertreibung;Expulsion
 belegte;occupied
 Insofern;In this respect
 sonntags;Sunday
 Leid;Suffering
 Format;Format
 entstandenen;caused
 Bogen;Arc
 E;e
 regeln;regulate
 durchzuführen;perform
 Handy;Mobile
 gewaltige;formidable
 Kabel;Electric wire
 dazwischen;between
 Renaissance;Renaissance
 Beseitigung;elimination
 identisch;identical
 Gottesdienst;Church service
 Anwesenheit;Presence
 nah;close
 Onkel;Uncle
 Berechtigung;Authorization
 abwarten;wait
 gewöhnlichen;ordinary
 Vernichtung;Destruction
 interessierte;interested
 Mozart;Mozart
 Gegenstände;articles
 Proben;Rehearse
 Sparkassen;financial institutions
 abgenommen;removed
 Rot-Grün;Red Green
 entlasten;relieve
 Realisierung;Realization
 IOC;IOC
 verschieben;move
 breiter;wide
 kanadischen;Canadian
 Schwaben;Swabia
 Niederländer;Dutch
 echt;real
 treu;faithful
 systematisch;systematically
 Techniken;Techniques
 Stephan;Stephan
 führender;leading
 Jahrtausendwende;Millennium
 Lupe;Lupe
 Fluggesellschaft;Airline
 Braun;Brown
 Wettbewerbs;competition
 Befürchtungen;fears
 Fußgänger;Pedestrian
 Abwicklung;Completion
 testen;test
 anzunehmen;accept
 Pkw;cars
 Saarland;Saarland
 spontan;spontaneous
 Nationalsozialismus;National Socialism
 Kaiserslautern;Kaiserslautern
 Raketen;missiles
 bösen;evil
 zulegen;set
 geeignete;appropriate
 Verletzte;injured
 bedauert;regrets
 Liebhaber;Lover
 Henkel;Handle
 Platten;Plates
 Adolf;Adolf
 laden;load
 worauf;what
 Billionen;trillion
 Beinen;legs
 genügen;suffice
 Untergrund;Underground
 Ansichten;views
 einzustellen;set
 Jeden;each
 Verbrauch;Consumption
 wissenschaftlich;scientific
 veranlaßt;causes
 wodurch;whereby
 Überhaupt;Ever
 Geschäftsleute;Business people
 Inneren;interior
 Zumal;especially
 Nebel;Fog
 Favoriten;favorites
 Jahrhunderte;centuries
 Vermutlich;probably
 lustig;funny
 ignoriert;ignored
 Seminar;Seminar
 buchen;book
 Befürworter;proponents
 Landratsamt;District Office
 Begleitung;accompaniment
 bringe;bring
 wovon;what
 begründen;justify
 Zusammenhänge;Relationships
 ebensowenig;Nor
 offenkundig;obviously
 Neigung;Tilt
 Jurist;Jurist
 bedeutenden;important
 zurückziehen;withdraw
 Dimensionen;dimensions
 verlängern;extend
 Reiter;Equestrian
 erspart;spared
 Entscheidend;substantially
 vorbereiten;to prepare
 Tänzer;Dancer
 Parlamentswahlen;Parliamentary elections
 friedlich;peaceful
 Boom;Boom
 fertiggestellt;completed
 lebendig;alive
 Harmonie;Harmony
 überholt;outdated
 plädierte;pleaded
 Spalte;Column
 Siedler;settlers
 Kohls;Kohl's
 scharfen;sharpen
 World;World
 Temperatur;Temperature
 Paare;couples
 technischer;technical
 drehte;turned
 fuhren;to lead
 sauber;clean
 gesteuert;controlled
 anbietet;offering
 Maske;Mask
 ausmachen;make up
 ähnliches;like
 Container;Container
 Transparenz;Transparency
 Werkzeuge;tools
 sechziger;sixties
 Jahre;years
 schwächer;weaker
 begeben;members
 Schultern;Shoulder
 Ding;Thing
 diverse;various
 Luftwaffe;Air force
 Offiziere;officers
 Westens;West
 Sendungen;Broadcasts
 vorgeführt;demonstrated
 schwedische;Swedish
 ordnen;organize
 Belege;Supporting documents
 angebliche;alleged
 bereitgestellt;provided
 zivilen;civil
 schoß;lap
 Erben;Inherit
 geistige;spiritual
 Ministeriums;Ministry
 Matthäus;Matthew
 Klein;Small
 Bekenntnis;commitment
 minder;less
 vorkommen;occurrence
 Insassen;occupant
 in;in
 Wirklichkeit;Reality
 Schild;Sign
 Lehrerin;Teacher
 Berichterstattung;Reporting
 verübt;committed
 Angeboten;available
 Verfassungsschutz;Protection of the Constitution
 Foyer;Foyer
 Erfassung;collection
 verwendeten;used
 Kundschaft;Customers
 Focus;Focus
 Formulierung;Formulation
 zulassen;allow
 Zählern;counters
 Ferrari;Ferrari
 gültig;valid
 einzurichten;set
 Kundgebung;Rally
 frühestens;the earliest
 Werkes;work
 Aufstellung;installation
 Horizont;Horizon
 beziffert;estimated
 Innensenator;Interior Minister
 Rubel;Ruble
 gekündigt;terminated
 bedeutete;meant
 appellierte;appealed
 Semester;Semester
 Kripo;CID
 verpaßt;lost
 Bescheid;communication
 erfreut;pleased
 Produktivität;Productivity
 Kapitalismus;Capitalism
 Abfall;Waste
 Flughäfen;airports
 Königs;King's
 Multimedia;Multimedia
 Korrektur;Correction
 bekräftigt;reaffirms
 spekuliert;speculation
 Kredit;Credit
 Buche;Beech
 Auslieferung;Delivery
 Breite;Width
 aufbringen;muster
 springt;jumping
 möglicher;possible
 empfunden;perceived
 zu;to
 Fuß;Foot
 staatlich;state
 Flasche;Bottle
 langjährigen;many years
 Boris;Boris
 Uns;Us
 Performance;Performance
 amtlichen;official
 Hessischen;Hessian
 Intelligenz;Intelligence
 Torhüter;Goalkeeper
 praktischen;practical
 Die;The
 Welt;World
 Protagonisten;protagonists
 on;one
 Olympischen;Olympic
 Spielen;Play
 mitmachen;participate
 zukünftig;future
 wilden;wild
 Chile;Chile
 Schüsse;shots
 Kompetenzen;skills
 Irgendwann;Sometime
 Netzwerk;Network
 eingelegt;inserted
 wenngleich;although
 Passagen;passages
 potentielle;potential
 ehrlich;Honestly
 kontinuierlich;continuously
 80er;80
 Jahre;years
 v.;v .
 Erlebnis;Experience
 unerwartet;unexpectedly
 zitierte;quoted
 Schottland;Scotland
 verstorbenen;deceased
 Gutes;good
 Bäumen;trees
 Jahrtausend;Millennium
 Aufwendungen;Expenditure
 Erstens;First
 Vormittag;Morning
 bundesdeutschen;West German
 Steuerung;Control
 faßt;conceived
 Beispielsweise;For example
 Schuster;Schuster
 Mauern;Wall
 Kreml;Kremlin
 Slowakei;Slovakia
 Vermutung;Guess
 Wohnzimmer;Living room
 westlich;west
 radikale;radical
 Windows;Windows
 solide;solid
 Investition;Investment
 Comeback;Comeback
 Dritte;Third
 kroatische;Croatian
 G;G
 Karadzic;Karadzic
 Edith;Edith
 ausgebrochen;erupted
 Amerikanern;Americans
 wertete;evaluated
 Endspiel;final
 Bezahlung;Pay
 Abgeordnetenhaus;House of Representatives
 vermeintlich;supposedly
 Vulkan;Volcano
 freute;rejoiced
 Gehälter;Wages
 deuten;interpret
 so;so
 genannten;mentioned
 stetig;steadily
 M;M
 Joseph;Joseph
 neueste;latest
 Hallen;halls
 Hierzu;For this
 Kriege;wars
 Koffer;Suitcase
 Herrscher;Ruler
 Laune;humor
 individuell;individually
 Brunnen;Fountain
 Wettbewerbsfähigkeit;Competitiveness
 langfristigen;long-term
 gültigen;valid
 verschafft;provides
 wehrt;defends
 willkommen;welcome
 Grundsätzlich;basically
 ansehen;look at
 geglaubt;believed
 berufliche;professional
 Audi;Audi
 erschöpft;exhausted
 zusammengestellt;compiled
 Fachhochschule;University of Applied Sciences
 ungewöhnliche;unusual
 billigen;cheap
 übertroffen;exceeded
 Stolpe;Stolpe
 ABAP;Java
 stehende;standing
 Hätte;Would have
 BONN;BONN
 Besatzung;Crew
 geführten;run
 betonen;stress
 nahen;sew
 Visier;visor
 aufrufen;call
 Applaus;Applause
 Esslinger;Esslinger
 ertragen;bear
 Bielefeld;Bielefeld
 Blues;Blues
 vorbehalten;Reserved
 Amtes;Office
 juristische;legal
 Nationalen;national
 seltener;less common
 Gewiß;Certainly
 viermal;four times
 Körperverletzung;Mayhem
 Entführung;Kidnapping
 beschert;bestowed
 gesteht;admits
 erneute;re
 heimlich;secretly
 Verabschiedung;Adoption
 geforderten;required
 nannten;called
 klarer;clear
 Stirn;Forehead
 Lieferungen;supplies
 Wälder;forests
 Ruth;Ruth
 männliche;male
 lockt;lures
 junge;Boy
 Mann;Man
 Schlaf;Sleep
 Bargeld;Cash
 Motivation;Motivation
 Ideologie;Ideology
 peinlich;embarrassing
 Urteile;judgments
 Ausrichtung;orientation
 anzusehen;to watch
 merken;notice
 Göttingen;Göttingen
 Standpunkt;Position
 nervös;nervous
 Härte;Hardness
 Verstoß;Violation
 entfällt;eliminated
 verlangten;required
 tägliche;daily
 geflogen;flown
 Einsamkeit;Lonliness
 Zeitplan;Schedule
 derartigen;such
 schieben;slide
 äußert;expresses
 Einschränkungen;Limitations
 Siege;wins
 Rau;Rough
 Schauspiel;Play
 Festlegung;down
 hintereinander;behind each other
 Vertretung;representation
 Kommunalwahlen;local elections
 Simon;Simon
 Seehofer;Seehofer
 bildete;formed
 kriegt;get
 Weichen;soft
 Werks;work
 interpretiert;interpreted
 Augsburger;Augsburg
 Verkäufer;Seller
 betreffen;affect
 seiten;pages
 Margarete;Margarete
 aufgetreten;occurred
 industriellen;industrial
 Lebensjahr;Age
 ökonomische;economic
 Debatten;debates
 Wolfgang;Wolfgang
 Schäuble;Schäuble
 Ergänzung;Complement
 Eisen;Iron
 verdankt;owes
 Geldes;money
 wild;wild
 Allen;Allen
 Detlef;Detlef
 Betriebsergebnis;Operating income
 Publikums;audience
 beschrieb;described
 sprang;jumped
 Künftig;Future
 Staatskanzlei;State Chancellery
 vertreiben;to evict
 schmalen;narrow
 bloße;nakedness
 Abgabe;delivery
 wunderbar;wonderful
 lernte;learned
 Umland;surrounding areas
 Lire;lire
 kaufte;bought
 Präsidentin;President
 ideale;ideal
 operativen;operational
 eingenommen;taken
 Argumentation;Argumentation
 aufhalten;stop
 Pistole;Pistol
 zugelegt;gained
 Schein;translucent
 Sympathie;Sympathy
 kirchlichen;church
 höherer;higher
 Bundesbürger;German citizens
 Stufen;Stages
 werdenden;expectant
 Flut;Flood
 Rindfleisch;Beef
 drohe;threatening
 Künstlers;artist
 verkauften;sold
 fernen;distant
 Kanzleramt;Chancellery
 Anblick;Sight
 Ringen;rings
 Aktionären;shareholders
 Souveränität;Sovereignty
 verzweifelt;desperately
 abgewickelt;handled
 Geschäftsjahres;Financial year
 Will;Want
 bedacht;considered
 tauchen;diving
 Erlöse;Revenues
 galten;were
 Vorjahreszeitraum;Same period last year
 heben;to lift
 Residenz;Residence
 Teilung;Division
 stammende;originating
 Doris;Doris
 Einwohnerzahl;Population
 besaß;possessed
 Moderator;moderator
 Lutz;Lutz
 Auskünfte;Information
 Geheimdienst;Intelligence
 Nordirland;Northern Ireland
 Bewerbung;Canditature
 Elfriede;Elfriede
 Westjordanland;The West Bank
 Spieltag;Gameday
 stillen;breastfeeding
 Lehrern;teachers
 Sparpaket;Austerity
 Auslöser;Trigger
 Auftraggeber;contracting
 müssten;need
 Veba;Veba
 Programmen;programs
 Besteuerung;Taxation
 Neuordnung;restructuring
 Gouverneur;Governor
 wertvolle;valuable
 Zeug;stuff
 Überall;All over
 Münchens;Munich
 ausüben;exercise
 in;in
 letzter;last
 Zeit;Time
 Bande;Band
 Fernsehsender;TV channel
 durchweg;consistently
 ausführen;To run
 trainieren;work out
 öffentlich-rechtlichen;public
 goldenen;gold
 Überstunden;Overtime
 Exporte;exports
 Einblick;Insight
 Ausführungen;versions
 O;O
 herausgegeben;issued
 Polens;Poland
 Ausgangspunkt;Starting point
 Vorzüge;benefits
 spezialisiert;specialized
 stützt;supported
 Heike;Heike
 Vergewaltigung;Rape
 kalte;cold
 Echo;Echo
 Witwe;Widow
 Gleichgewicht;Balance
 Ehrgeiz;Ambition
 Ehren;To honor
 sozialdemokratischen;Social Democrat
 Kaufpreis;Purchase price
 Feinde;enemies
 Betrug;Amounted to
 eingeschaltet;switched on
 Skulpturen;sculptures
 Telecom;Telecom
 erobert;conquered
 eingebaut;built-in
 nationaler;national
 angeregt;excited
 Arbeitskreis;Working Group
 Kanther;Kanther
 Naturschutz;Natural reserve
 Auftritte;performances
 Energien;energy
 Umweltministerium;Ministry of Environment
 eintreten;enter
 regelrecht;literally
 elektrischen;electric
 dankbar;grateful
 Sichern;To back up
 Sängerin;Singer
 kompliziert;complicated
 verständigt;agreed
 verlagert;relocated
 BA;BA
 bremsen;brakes
 Unschuld;Innocence
 aktiviert;activated
 Palette;Palette
 Kultusminister;Minister of Culture
 Braunschweig;Braunschweig
 ursprüngliche;original
 dieselben;the same
 Finanzamt;Tax office
 Kreativität;Creativity
 Nachteile;Disadvantage
 Hitlers;Hitler
 Gerda;Gerda
 Nigeria;Nigeria
 bewirken;cause
 bezüglich;in terms of
 Äußerung;utterance
 Hürden;hurdles
 Bleibt;Remains
 Ostern;Easter
 beeinträchtigt;affected
 Regensburg;Regensburg
 Richtig;Correct
 Glaube;Faith
 Harry;Harry
 automatische;automatic
 Einführungsleitfaden;Implementation Guide
 verbreiten;spread
 durchschnittlichen;average
 manch;some
 Ursprung;Origin
 Oliver;Oliver
 erschließen;open
 Umstrukturierung;Restructuring
 Analysen;analysis
 formulierte;formulated
 erarbeiten;work out
 entfernten;removed
 rechne;calculate
 Bündnis;Alliance
 für;For
 Arbeit;Job
 sogleich;at once
 Erzähler;Teller
 flog;flew
 intern;internally
 zukünftige;future
 Volkswagen;Volkswagen
 Emotionen;emotions
 Empfehlungen;Recommendations
 virtuellen;virtual
 beschleunigt;accelerated
 ungewöhnlichen;unusual
 intensive;intensive
 blaue;blueness
 Konsumenten;consumers
 Prinzessin;Princess
 Sydney;Sydney
 Intellektuellen;intellectual
 geringere;lower
 schade;a pity
 Elektronik;Electronics
 gewisser;certain
 teilgenommen;took part
 auswirken;impact
 samstags;Saturdays
 Maschinenbau;Mechanical engineering
 Filiale;Branch
 Hierarchie;Hierarchy
 abgezogen;withdrawn
 etabliert;established
 Verwirklichung;realization
 Shell;Shell
 herangezogen;used
 tätigen;make
 Kids;Kids
 Radfahrer;cyclists
 optimal;optimal
 Millionenhöhe;Millions
 Kuchen;Cake
 Übereinstimmung;Accordance
 sexuelle;sexual
 Mars;Mars
 Gefangene;prisoners
 verbergen;hide
 festgelegten;set
 Kaufmann;Businessman
 strenge;strict
 friedliche;peaceful
 Metall;Metal
 Terrorismus;Terrorism
 Kranken;Suffer
 identifizieren;identify
